banque,nom_agence,ville,localisation,note,sentiment,avis,topic,date_avis,langue,topic_clean,topic_name,topic_category
Al Barid Bank,Barid Cash,Tanger,"Q5HV+84Q, Ave Mohammed V, Tangier",0.0,Neutre,sans commentaire,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,Poste Maroc,Tiznit,"M7V8+RVV, Tiznit 85000",0.0,Neutre,la pire entreprise du maroc que dieu me suffise et qu'il soit le meilleur pour vous,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,Poste Maroc - Al Barid Bank,Agadir,"CF32+829, Agadir 80000",0.0,Neutre,meilleur endroit de ce poste,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,Poste Maroc - Al Barid Bank,Agadir,"CF32+829, Agadir 80000",0.0,Positif,la pire banque du maroc je ne la recommande pas,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,Poste Maroc - Al Barid Bank (Agence Castilla),Tanger,"Q59M+3R4, Av. Moulay Abdelhafid, Tanger 90060",0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,Poste Maroc - Al Barid Bank (Agence Castilla),Tanger,"Q59M+3R4, Av. Moulay Abdelhafid, Tanger 90060",0.0,Neutre,l'agence poste maroc est un service organisé,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,"Poste Maroc, Agence Alia, Mohammedia.",Mohammedia,"MJP5+QMW, Bd Tadla, Mohammédia",0.0,Neutre,la poste maroc pour payer et recevoir de l'argent et des marchandises,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,"Poste Maroc, Agence Alia, Mohammedia.",Mohammedia,"MJP5+QMW, Bd Tadla, Mohammédia",0.0,Neutre,poste de police,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Al Barid Bank,barid bank sidi abbad,Marrakech,"40000,, Marrakesh 40000",0.0,Neutre,agence poste maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Attijariwafa Bank,Nador,"53HH+Q5W, Rue Marrakech, Nador",0.0,Neutre,que dieu bénisse,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Attijariwafa Bank,Tanger,"P4PV+VMX, Tanger",0.0,Neutre,service client très agréable une des meilleures banques waffa que je connaisse aussi,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Attijariwafa Bank,Marrakech,"4 Bd Mohamed Zerktouni, Marrakech 40000",0.0,Positif,excellente banque,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Attijariwafa Bank,Rabat,"25C6+QVC, Rabat",0.0,Neutre,aucun commentaire,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Attijariwafa Bank,Rabat,"25C6+QVC, Rabat",0.0,Neutre,le pire agence et le pire service à la clientèle,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Attijariwafa Bank,Rabat,"25C6+QVC, Rabat",0.0,Negatif,service nul telephone sa sonne sans reponse,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Attijariwafa Bank,Casablanca,"H97R+372, Av. 2 Mars, Casablanca 20250",0.0,Negatif,exllent service mes plus plus cher,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Inconnu,Marrakech,Inconnu,0.0,Positif,belle banque excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Inconnu,Fès,Inconnu,0.0,Positif,excellent banque et service efficace,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,Inconnu,Fès,Inconnu,0.0,Positif,service excellent,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Attijariwafa Bank,التجاري وفا بنك Attijariwafa bank,Kenitra,"7C69+622, Av. Mohamed V, Kénitra",0.0,Positif,excellente,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,BMCE BANK,Rabat,"X4C7+QR9, Rabat",0.0,Neutre,aucun commentaire,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,BMCE Bank,Kenitra,"363 Av. Mohamed V, Kénitra",0.0,Neutre,service lourd manque dz repense au telephone,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,BMCE Bank,Kenitra,"69XV+F6C, Kénitra",0.0,Positif,merveilleux accueil et excellent forfait au prix le moins cher merci,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,BMCI Bank,Khouribga,"18 Rue du Four،, خريبڭة،",0.0,Neutre,akfas agence bmci fa maroc,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,Bank of Africa,Mohammedia,"angle rue 17 et, Bd de la Résistance, Mohammédia",0.0,Positif,pas d'excellents services,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,Bank of Africa,Oujda,"M4G5+JR4, Oujda",0.0,Positif,excellent service plus de succès et bonne chance,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,Bank of Africa,Safi,"5, bd Kennedy , imm. Essalam",0.0,Neutre,jamais joignable au telephone,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,Bank of Africa,Safi,"7QH4+JMQ, Av. Chahid Abdel Ali Ben Chekroune, Safi",0.0,Neutre,le meilleur agent de sécurité privé al mais saeed que dieu le bénisse avec ce service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,Inconnu,Rabat,Inconnu,0.0,Positif,excellent service,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
BMCE Bank,Inconnu,Tanger,Inconnu,0.0,Neutre,la meilleure agence bancaire a tanger,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCI,BMCI,Meknès,"gare routière, Meknes",0.0,Positif,excellents services à la clientèle,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCI,BMCI,Marrakech,"et rue Al Hoceima, Angle Bd Mohamed VI, Marrakech 40000",0.0,Neutre,ils ne sont jamais joignables au téléphone crise de nerfs,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCI,BMCI,Fès,"11 Ave Allal Ben Abdellah, Fes 30000",0.0,Neutre,c'est une bank de la chaîne bmci,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
BMCI,BMCI,Mohammedia,"Boulevard de Sebta 28800, Mohammédia 20800",0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Al Barid Bank,Dakhla,"12 Av. Moulay Hassan I, Agadir 80000",0.0,Neutre,service pas cher,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Al Barid Bank,Dakhla,"12 Av. Moulay Hassan I, Agadir 80000",0.0,Neutre,maroc télécom,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Bank Al Maghrib,Guelmim,"115 Bd de Paris, Casablanca 20000",0.0,Neutre,lieu historique pour la finance au maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Neutre,meilleurs banque centrale du maroc,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Neutre,que dieu bénisse omar monsieur,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Neutre,l'un des musées les meilleurs et les plus riches du maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Bank Al-Maghrib,Taroudant,"C9CW+4JG, Agadir 80000",0.0,Positif,très belle architecture avec un service équivalent à toutes les banques al maghreb du maroc excellent,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Neutre,le maitre des banques,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Bank of Africa BMCE Group,Laâyoune,"4RX2+V45, Laayoune 70000",0.0,Neutre,les meilleures banques de la ville,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Banque Al Maghrib,Khouribga,"BP 72 Bd Hassan II, Béni Mellal",0.0,Neutre,banque du maroc à beni mellal,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Banque du Maroc,Meknès,"Ave Lalla Meryem, Fes 30050",0.0,Neutre,banque du maroc fes,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Al-Maghrib,Crédit du Maroc,Guelmim,"198/200, Bd Youssef Ben Tachfine, Guelmim 20000",0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank Assafa,Inconnu,Casablanca,Inconnu,0.0,Positif,excellente,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Bank of Africa,Bank of Africa,Casablanca,"H99V+3P2, Bd El Fida, Casablanca 20250",0.0,Neutre,que dieu vous bénisse avec la religion 24h 24,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Bank of Africa,Bank of Africa,Tanger,"P4QW+24R, Tanger",0.0,Neutre,akfas bank f tanger toujours machakil conixyon,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Bank of Africa,Inconnu,Fès,Inconnu,0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Banque Populaire,Banque Populaire,Meknès,"VC7M+37Q, Meknès",0.0,Positif,excellent service des gens qui vous respectent et que dieu bénisse sa maison,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Banque Populaire,Banque Populaire,Tétouan,"HJ82+25C, Tétouan",0.0,Neutre,traitement sophistiqué et confiance,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Banque Populaire,Banque Populaire,Berkane,"WMFR+C33, Bd Nouasseur, Berkane",0.0,Neutre,oui mais il n'y a pas de dieu et de ses compagnons que la paix et la bénédiction soient sur lui,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Banque Populaire,Banque Populaire,Sidi Bennour,"MH2G+792, Sidi Bennour",0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Banque Populaire,Banque Populaire AL WIFAQ,Berkane,"93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",0.0,Neutre,la meilleure agence avec laquelle j'ai eu affaire,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Banque Populaire,Inconnu,Rabat,Inconnu,0.0,Neutre,a ma connaissance meilleure agence au monde,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Banque Populaire,Siège régional de La Banque Populaire,Marrakech,"BP 480 Bd Abdelkrim Al Khattabi, Marrakech 40000",0.0,Neutre,i do not recommend this institution agency sidi ghanem which i cannot call a bank know that with them you will get the worst customer service from employers who,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,Banque CIH,Meknès,"VC5R+JVP, Meknès",0.0,Negatif,pas si mal et tout le corps est sympa intel est désormais la meilleure banque au maroc à ma connaissance,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH - Agence Tanger Principale,Tanger,"17 Av. Belgique, Tanger 90060",0.0,Neutre,s il y avait la note zéro je l aurai octroyé nuuuuul,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH BANK El Arsa,Beni Mellal,"94-96 Boulevard Mohammed V, Béni Mellal 23020",0.0,Neutre,les meilleures banques jeunesse,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Neutre,la pire banque du maroc,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Settat,"Bd Hassan II, Settat 26000",0.0,Neutre,si la note 5 vous la méritez avec excellence,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Oujda,"N2 Av My El Hassan Residence Essalama 130, Oujda 60000",0.0,Neutre,la pire banque les pires clients du tfv,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Neutre,sans entrer dans le sujet,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Tétouan,"Lotissement Mounia، Lot 281 Av. Casablanca, Tetouan 93000",0.0,Neutre,slm 3mo montasser wld rajl mzyan lah y5lih comme c'est d'accord,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Tétouan,"Lotissement Mounia، Lot 281 Av. Casablanca, Tetouan 93000",0.0,Positif,honnêtement un excellent service d'excellents employés et de bonnes relations avec les clients,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Tétouan,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000",0.0,Neutre,les enfants des interdits sont ingrats mais ils vous punissent toujours que dieu leur accorde un répit et ne négligez pas,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Tétouan,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000",0.0,Positif,excellent service je suis sérieux bien sûr,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Tétouan,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000",0.0,Neutre,la pire des banques,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060",0.0,Neutre,la pire banque de tanger,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Meknès,"Lotissmt، Avenue Saida، Alem 5 Lot5, Meknes 50000",0.0,Neutre,la qualité du service est l'une des pires si ce n'est la pire que j'ai pu experimenter ils meritent tous un licenciement sans préavis,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Fès,"225C+HC3 Narjiss, Rte de Sefrou, Fes 30050",0.0,Neutre,la pire banque au maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Oujda,"Rue Amina Al Berhilia، Bd. Mohamed V, Oujda 60000",0.0,Neutre,la pire agence avec laquelle j'ai eu affaire dans ma vie,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Casablanca,"HGX6+6QG, Bd Mbarek Ben Boubker Hammadi, Casablanca",0.0,Negatif,cih mauvaise affaire,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Positif,excellent service client,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Positif,des banques les plus efficaces,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Neutre,la pire banque du maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank - Agence Gueliz Centrale,Marrakech,"187 Av. Mohammed V, Marrakech 40000",0.0,Neutre,how ridiculous in according to the banking ordinance of this bank foreigners are not allowed to send money unless you have a resident id card over the years living myself as an expat in morocco i paid my house rental payment in different banks without any problem including the postal banking this is the first time that i saw a moroccan bank not allowed foreigners to send money to moroccan people s bank account the narrowed service like this it forced the landlord of my rental house opened an account in another bank in order i could pay him the rental payment since he s living in another city,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank - Agence Kenitra,Kenitra,"Avenue Mohamed V Immeuble Hraga, Kénitra 14010",0.0,Neutre,employés de la zwin bank que dieu leur pardonne,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank - Agence Kenitra,Kenitra,"Avenue Mohamed V Immeuble Hraga, Kénitra 14010",0.0,Neutre,service de mer e,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank - Agence Kenitra,Kenitra,"Avenue Mohamed V Immeuble Hraga, Kénitra 14010",0.0,Positif,cih bank mimosa le service est excellent,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH Bank - Agence Tanger Irfan,Tanger,"P4PC+C98, Tanger",0.0,Neutre,c la banque exemplaire au maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,"CIH Bank, Agence Bernoussi Al Amal",Casablanca,"N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000",0.0,Neutre,il ne repond pas au telephone,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,CIH bank,Fès,"Ave Okba Ibn Nfiae Fidhri Lot.oued Fes,n 117 Res.othmane My, Rue Driss Bennani, Fès 30050",0.0,Positif,bonne banque au maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,Inconnu,Berkane,Inconnu,0.0,Positif,excellente banque,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
CIH Bank,Inconnu,Berkane,Inconnu,0.0,Positif,banque excellente,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Club Crédit Agricole,Rabat,"X4FF+9F7, Rabat",0.0,Positif,très excellent,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole,Fès,"XWVR+JH9, Fes",0.0,Neutre,movaise affaire,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole,Tanger,"94-96 Rue de Fès, Tanger 90060",0.0,Neutre,aucune réactivité,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole,Agadir,"9FJW+47C, Agadir 80000",0.0,Neutre,une institution bancaire pour financer des projets,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole,Oujda,"M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda",0.0,Positif,excellente banque,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole,Settat,"7, N9, Settat",0.0,Neutre,une institution bancaire destinée spécifiquement aux agriculteurs,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole,Essaouira,"5 Av. Al Aqaba, Essaouira",0.0,Positif,personnels très actifs excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole,Marrakech,"Av. Hassan Ii, Imm. Habouss Appt. N°2 Bab Doukka, Marrakech 40000",0.0,Positif,bonne zone pour la banque du maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole Du Maroc,Casablanca,"188, rue 9 Bd Mbarek Ben Boubker Hammadi, Casablanca",0.0,Neutre,banque tz sedo zaml dieu,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,Agadir,"C9FW+598, Av. General Kettani, Agadir 80000",0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit Agricoleالقرض الفلاحي,Tétouan,"215 Av. Casablanca, Tétouan",0.0,Neutre,ô dieu que tes bénédictions et ta paix soient sur notre maître muhammad sa famille et ses compagnons,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Crédit du Maroc,Oujda,"N° 4 Avenue Malika EL Fassi Quartier Jaouhara, Av. Brahim Houssaini, Oujda 20000",0.0,Positif,un grand merci aux hôtes pour l'excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit Agricole du Maroc,Inconnu,Rabat,Inconnu,0.0,Neutre,que dieu se venge de vous que dieu vous rende justice,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Crédit du Maroc,Inconnu,Tétouan,Inconnu,0.0,Positif,bon excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Inconnu,Rabat,Inconnu,0.0,Positif,le service n'est pas efficace,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
