banque,nom_agence,ville,localisation,note,sentiment,avis,topic,date_avis,langue,topic_clean,topic_name,topic_category
Al Barid Bank,Barid Bank,Tanger,"Q5JM+CV8, Av. M'Salah, Tanger",0.0,Neutre,la 3alaqa,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Barid Bank,Sidi Bennour,"F2CV+WF6, R320, Sidi Rahal",0.0,Neutre,prix élevés et système de l âge de pierre,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Al Barid Bank,Barid Banque,Tétouan,"HH9X+2W3, Av. Omar Al Mokhtar, Tétouan",0.0,Neutre,petit magasin service médiocre,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
Al Barid Bank,Barid Cash,Tanger,"Q5HV+84Q, Ave Mohammed V, Tangier",0.0,Neutre,foule,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Barid Cash,Mohammedia,"MJP5+QPW, Bd Tadla, Mohammédia",0.0,Neutre,le système est toujours en panne à cet endroit la disponibilité de leur système est d'environ 10,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Al Barid Bank,Barid Cash,Taroudant,"F499+H75, Bd Mohammed V, Taroudant",0.0,Negatif,très mauvais,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Barid Cash,Mohammedia,"RES BAYTI SAKAN MCAP2 IMM 39G N° 89 BEN YAKHLEF MOHAMMEDIA اقامة بيتي سكن2، بني يخلف،, Mohammédia 28815",0.0,Positif,service parfait,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Al Barid Bank,Barid Cash My Ismail,Tanger,"71 Rés. Majorelle (D), Av. Marrakech En Face de FORCES AUXILIAIRES, Tangier 90000",0.0,Neutre,toooop,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,La Poste,Taza,"6XCR+QWX, a, Taza",0.0,Positif,bon emplacement,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Al Barid Bank,Poste Maroc,Taourirt,"C484+355, Bd mohammed V, Taourirt",0.0,Positif,très bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Poste Maroc,Taourirt,"C484+355, Bd mohammed V, Taourirt",0.0,Neutre,la poste,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Poste Maroc,Tiznit,"M7V8+RVV, Tiznit 85000",0.0,Neutre,poste,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Poste Maroc - Al Barid Bank,Agadir,"CCCG+RXR, Agadir 80000",0.0,Negatif,mauvais,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Poste Maroc - Al Barid Bank,Agadir,"CCG8+5HQ, Rue Zellaqa, Agadir 80000",0.0,Negatif,service avec beaucoup d'attente,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Al Barid Bank,Poste Maroc - Al Barid Bank,Agadir,"CF32+829, Agadir 80000",0.0,Neutre,petit mais ok,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Poste Maroc - Al Barid Bank,Agadir,"CCCG+RXR, Agadir 80000",0.0,Neutre,labas aussi,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Poste Maroc - Al Barid Bank,Agadir,"CF32+829, Agadir 80000",0.0,Neutre,accueil froid,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Al Barid Bank,Poste Maroc - Al Barid Bank - Barid Cash,Agadir,"9CVJ+6F4, Agadir 80000",0.0,Neutre,très utile,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,Poste Maroc - Al Barid Bank - Barid Cash,Agadir,"9CVJ+6F4, Agadir 80000",0.0,Neutre,il n y a pas d'assistance,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Al Barid Bank,Poste Maroc - Barid Bank (Agence Aourir),Taourirt,"F8XH+53M, Aourir",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,barid bank sidi abbad,Marrakech,"40000,, Marrakesh 40000",0.0,Positif,pas bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Al Barid Bank,ria TAZA,Taza,"Bin Jradi, Boulevard Hassan II, Taza",0.0,Neutre,super,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,AttijariWafa Bank Hamria,Meknès,"14 Rue de Paris, Meknès",0.0,Negatif,pas mal,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Casablanca,"H97R+372, Av. 2 Mars, Casablanca 20250",0.0,Positif,c'est parfait,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Beni Mellal,"8JMQ+47Q, Av. Mohammed VI, Béni Mellal",0.0,Neutre,pas assez pro,Tarifs,06/05/2025,fr,Tarifs,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Essaouira,"G66R+43W, Essaouira",0.0,Neutre,merci beaucoup,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Mohammedia,"MJH5+J9V, Bd de la Résistance, Mohammédia",0.0,Neutre,نتمنى لكم من العطاء nous vous souhaitons travailler,Expérience générale,Date inconnue,ar,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Beni Mellal,"8JMQ+47Q, Av. Mohammed VI, Béni Mellal",0.0,Neutre,bravo,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Beni Mellal,"8JMQ+47Q, Av. Mohammed VI, Béni Mellal",0.0,Neutre,bank utile,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,El Jadida,"6GQ3+Q5R, Av. Bir Anzarane, El Jadida",0.0,Neutre,c'est une agence de attijariwafa bank,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,El Jadida,"7F2W+XXF, R301, El Jadida",0.0,Neutre,service médiocre,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,El Jadida,"6GF5+52Q, Av. Bir Anzarane, El Jadida",0.0,Neutre,attijariwafa banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,El Jadida,"6GF5+52Q, Av. Bir Anzarane, El Jadida",0.0,Neutre,saint,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Tanger,"P4PV+VMX, Tanger",0.0,Neutre,d'accord,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Tanger,"105 Av Ibn Ardoun, Tanger 90000",0.0,Neutre,les services sont très médiocres,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Tanger,"105 Av Ibn Ardoun, Tanger 90000",0.0,Negatif,problème de connexion de guichet,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Fès,"2X98+P87, Unnamed Rd, Fes",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Fès,"2X98+P87, Unnamed Rd, Fes",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Marrakech,"4 Bd Mohamed Zerktouni, Marrakech 40000",0.0,Negatif,pas si mal mais c'est ok,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Marrakech,"4 Bd Mohamed Zerktouni, Marrakech 40000",0.0,Neutre,agence à éviter,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Marrakech,"4 Bd Mohamed Zerktouni, Marrakech 40000",0.0,Neutre,frais bancaire très élevé,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Rabat,"25C6+QVC, Rabat",0.0,Neutre,wafacash,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank,Rabat,"2542+489, Rabat",0.0,Neutre,salam lah ykhlikom li3ndo nmra agence yrslha liya agence sans fix,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant Expansion,Taroudant,"F4FM+RHM, Taroudant",0.0,Positif,c'est bon,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant Expansion,Taroudant,"F4FM+RHM, Taroudant",0.0,Positif,très bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafa bank,Meknès,"VCVJ+CRW، شارع السكاكين, Meknes",0.0,Neutre,attijariwafa banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Attijariwafabank Agence Al Wahda,Nador,"53C6+MW4, Nador",0.0,Neutre,bancaire,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Banque AttijariWafa,Berkane,"WMCG+8FJ, Bd Hassan II, Berkane",0.0,Neutre,attention c'est des arnaqueurs,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Attijariwafa Bank,Inconnu,Marrakech,Inconnu,0.0,Neutre,dans retour pour la modification,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Attijariwafa Bank,Inconnu,Marrakech,Inconnu,0.0,Neutre,c'est une agence de attijariwafa bank,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Inconnu,Marrakech,Inconnu,0.0,Neutre,toujours il y a pas de connexion,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Attijariwafa Bank,Inconnu,Fès,Inconnu,0.0,Positif,bon emplacement,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Attijariwafa Bank,Inconnu,Fès,Inconnu,0.0,Neutre,utile,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Inconnu,Fès,Inconnu,0.0,Neutre,nouvelle banque atijari,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Attijariwafa Bank,Inconnu,Fès,Inconnu,0.0,Neutre,agence tpe,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,Inconnu,Fès,Inconnu,0.0,Positif,rapide,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,wafa Banque,Taourirt,"C424+CJJ, Taourirt",0.0,Neutre,attijariwafa banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Attijariwafa Bank,التجاري وفا بنك Attijariwafa bank,Kenitra,"7C69+622, Av. Mohamed V, Kénitra",0.0,Negatif,très mauvais service j'ai commencé à penser à changer complètement de banque,Tarifs,06/05/2025,fr,Tarifs,Expérience Générale,Général
BMCE Bank,BANK OF AFRICA (BMCE) Direction régionale Centre Atlantique,Rabat,"X5FC+26J, R401, Rabat",0.0,Positif,parfait design,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
BMCE Bank,BMCE,Taourirt,"C474+9JW, Taourirt",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,BMCE,Meknès,"VFW4+HP9, Meknès",0.0,Neutre,une vrai banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,BMCE - centre ville,Nador,"53HF+C35, Av. MLY SMAIL, Nador",0.0,Neutre,service 0,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,BMCE Bank,Fès,"2XHG+943, Fès",0.0,Neutre,comment pouvons nous vous appeler,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
BMCE Bank,BMCE Bank,Kenitra,"363 Av. Mohamed V, Kénitra",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,BMCE Bank Fès CHEFCHAOUNI,Fès,"22R3+V6W, Fès 30050",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,BMCI,Tétouan,"Angle boulevard des FAR, Av. Mohamed Daoud, Tétouan 93000",0.0,Neutre,frais de services élevé sans avantages,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
BMCE Bank,BMCI,Tétouan,"Angle boulevard des FAR, Av. Mohamed Daoud, Tétouan 93000",0.0,Neutre,le destin,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,BMCI,Oujda,"Immeuble Kada, 1 P1, Oujda 60000",0.0,Neutre,agence bmci,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Tétouan,"HJ96+QMG, Tétouan",0.0,Neutre,tétoun,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Beni Mellal,"8JHG+5WM, Boulevard Mohammed V, Béni Mellal",0.0,Neutre,service,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Larache,"5RWW+9FR, Av. Mohamed Zerktouni, Larache",0.0,Negatif,pas mal,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Marrakech,"JXXX+3Q9, Bd Allal Al Fassi, Marrakech 40000",0.0,Neutre,mafia organisée des vampires qui sucent le sang des marocains,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
BMCE Bank,Bank of Africa,Marrakech,"JXXX+3Q9, Bd Allal Al Fassi, Marrakech 40000",0.0,Negatif,pas mal,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Khouribga,"V3PX+H95, Khouribga",0.0,Neutre,100 pour 100,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Mohammedia,"MJH7+94G, Bd de Riyad, Mohammédia",0.0,Neutre,même pas une étoile,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Mohammedia,"PJ2Q+CHX, Mohammédia",0.0,Neutre,parce qu'il est adjacent à ma résidence,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
BMCE Bank,Bank of Africa,Mohammedia,"PJ44+339, angle Avenue du Parc et, Rue Ibn Rochd, Mohammedia",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Marrakech,"JXXX+3Q9, Bd Allal Al Fassi, Marrakech 40000",0.0,Positif,excellent emplacement,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
BMCE Bank,Bank of Africa,Marrakech,"JXXX+3Q9, Bd Allal Al Fassi, Marrakech 40000",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Tétouan,"HMR6+GH2, Tétouan",0.0,Positif,très bien situé,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Oujda,"M3HX+QQ3, Oujda",0.0,Neutre,j abitte,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Oujda,"M3HX+QQ3, Oujda",0.0,Neutre,service,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Oujda,"M452+RJ3, Oujda",0.0,Neutre,c'est une banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Safi,"7QVG+PPM, Safi",0.0,Negatif,mauvais traitement,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
BMCE Bank,Bank of Africa,Safi,"7QW4+HF4, Oued Tensift, Safi",0.0,Neutre,c'est une agence de la bmce,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,Safi,"7QH4+JMQ, Av. Chahid Abdel Ali Ben Chekroune, Safi",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,El Jadida,"6FQ9+27R, R301, El Jadida",0.0,Positif,c'est bon,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,El Jadida,"6FQ9+27R, R301, El Jadida",0.0,Neutre,maman,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bank of Africa,El Jadida,"6FQ9+27R, R301, El Jadida",0.0,Neutre,cet endroit est une banque,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
BMCE Bank,Bank of Africa,Taroudant,"Place Assarag, F499+M4V, Kissariat, Taroudant",0.0,Neutre,une banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Bmce Bank Yacoub el Mansour,Meknès,"WF24+QFJ, Rue Ouakaat Zalaka, Meknès",0.0,Negatif,nulle,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Inconnu,Tanger,Inconnu,0.0,Positif,certains personnes dans cette agence sont pas à la hauteur niveau bas كليان كيجي يقضي غراضو عند بنك ماشي فدار باك,Expérience générale,Date inconnue,ar,Expérience générale,Expérience Générale,Général
BMCE Bank,Inconnu,Tanger,Inconnu,0.0,Neutre,c'est cool,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Inconnu,Tanger,Inconnu,0.0,Positif,très bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Inconnu,Tanger,Inconnu,0.0,Neutre,missy,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCE Bank,Inconnu,Rabat,Inconnu,0.0,Negatif,beaucoup trop d attente des problèmes de fluidité et beaucoup rigidité dans certains aspects des procédures,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
BMCE Bank,Inconnu,Rabat,Inconnu,0.0,Neutre,un service médiocre,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
BMCI,BMCI,Agadir,"n°1, Cité Zaitoune, Immeuble 25A, Route Principale, Agadir 80650",0.0,Neutre,réussir,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
